Metric,Value
Shannon_Entropy_10s,0.4842139642914475
ISI_Entropy,2.9094925490602574
Kolmogorov_Complexity,0.09765072176620436
Redundancy,0.5157860357085525
Markov_Entropy_Mean,0.48201453268452277
Markov_Complexity_Mean,0.09977356354373054
Entropy_P_Value,0.5600936434288819
Complexity_P_Value,0.007382328345131709
