Time,Channel_1,Channel_3,Channel_5,Channel_7,Channel_9
166999,-0.038,0.028,0.006,-0.069,0.006
167000,-0.03,0.026,0.01,-0.028,0.02
167001,-0.021,0.023,0.009,-0.237,0.129
167002,-0.023,0.019,0.007,-0.079,0.011
167003,-0.028,0.019,0.01,-0.209,0.117
167004,-0.027,0.02,0.003,-0.245,0.12
167005,-0.03,0.016,0.008,-0.032,-0.005
167006,-0.03,0.009,0.01,-0.176,0.1
167007,-0.025,0.007,0.006,-0.11,0.025
167008,-0.025,0.018,0.011,-0.131,0.088
167009,-0.026,0.021,0.005,-0.204,0.069
167010,-0.026,0.02,0.003,-0.225,0.081
167011,-0.034,0.021,0.011,-0.068,0.035
167012,-0.037,0.023,0.005,-0.182,0.074
167013,-0.035,0.029,0.011,-0.094,0.062
167014,-0.027,0.032,0.005,-0.238,0.1
167015,-0.023,0.036,0.01,-0.072,0.03
167016,-0.019,0.042,0.005,-0.267,0.123
167017,-0.022,0.038,0.003,-0.192,0.042
167018,-0.028,0.043,0.005,-0.084,-0.003
167019,-0.028,0.046,0.008,-0.016,0.005
167020,-0.012,0.036,0.003,-0.157,0.033
167021,-0.018,0.031,0.005,-0.112,0.007
167022,-0.024,0.027,0.006,-0.045,-0.01
167023,-0.026,0.017,0.005,-0.094,0.001
167024,-0.017,0.003,0.011,-0.107,0.065
167025,-0.012,-0.002,0.004,-0.251,0.111
167026,-0.02,0.011,0.008,-0.138,0.057
167027,-0.037,0.016,0.004,-0.117,0.082
167028,-0.04,0.024,0.012,-0.122,0.036
167029,-0.031,0.026,0.007,-0.202,0.111
167030,-0.024,0.037,0.006,-0.109,0.017
167031,-0.02,0.035,0.011,-0.144,0.098
167032,-0.017,0.03,0.009,-0.243,0.132
167033,-0.026,0.026,0.002,-0.184,0.056
167034,-0.028,0.029,0.01,-0.056,0.044
167035,-0.032,0.023,0.009,-0.274,0.111
167036,-0.031,0.028,0.006,-0.121,0.032
167037,-0.031,0.025,0.008,-0.044,0.007
167038,-0.028,0.017,0.008,-0.199,0.115
167039,-0.026,0.018,0.007,-0.253,0.111
167040,-0.028,0.014,0.005,-0.223,0.065
167041,-0.027,0.007,0.01,-0.079,0.034
167042,-0.035,0.004,0.004,-0.211,0.078
167043,-0.036,0.007,0.011,-0.081,0.041
167044,-0.033,0.004,0.004,-0.191,0.068
167045,-0.041,0.008,0.012,-0.025,0.019
167046,-0.052,0.007,0.013,-0.096,0.026
167047,-0.042,0.005,0.007,-0.246,0.129
167048,-0.035,0.015,0.006,-0.09,0.009
167049,-0.022,0.025,0.011,-0.073,-0.005
167050,-0.02,0.033,0.006,-0.085,0.006
167051,-0.028,0.034,0.01,-0.172,0.101
167052,-0.028,0.023,0.005,-0.123,0.026
167053,-0.033,0.026,0.012,-0.09,0.052
167054,-0.028,0.019,0.004,-0.216,0.086
167055,-0.028,0.019,0.009,-0.032,-0.003
167056,-0.028,0.021,0.012,-0.041,0.033
167057,-0.03,0.021,0.007,-0.222,0.101
167058,-0.037,0.023,0.01,-0.022,-0.006
167059,-0.036,0.02,0.008,-0.21,0.104
167060,-0.039,0.018,0.003,-0.15,0.094
167061,-0.041,0.027,0.012,-0.03,0.019
167062,-0.049,0.042,0.01,-0.222,0.137
167063,-0.051,0.033,0.004,-0.184,0.067
167064,-0.053,0.03,0.013,-0.073,0.046
167065,-0.041,0.03,0.005,-0.184,0.081
167066,-0.027,0.029,0.012,-0.082,0.054
167067,-0.031,0.03,0.011,-0.149,0.112
167068,-0.04,0.037,0.005,-0.154,0.052
167069,-0.036,0.067,0.011,-0.127,0.081
167070,-0.036,0.068,0.011,-0.17,0.102
167071,-0.041,0.058,0.005,-0.249,0.103
167072,-0.031,0.051,0.008,-0.051,-0.002
167073,-0.036,0.055,0.009,-0.203,0.125
167074,-0.034,0.056,0.006,-0.123,0.026
167075,-0.031,0.055,0.013,-0.084,0.068
167076,-0.026,0.039,0.011,-0.174,0.075
167077,-0.023,0.028,0.004,-0.243,0.105
167078,-0.026,0.044,0.01,-0.043,0.017
167079,-0.039,0.044,0.013,-0.097,0.072
167080,-0.044,0.036,0.006,-0.231,0.103
167081,-0.053,0.033,0.011,-0.055,0.021
167082,-0.051,0.025,0.012,-0.071,0.06
167083,-0.045,0.024,0.008,-0.216,0.124
167084,-0.04,0.011,0.007,-0.071,0.001
167085,-0.033,0.006,0.012,-0.16,0.1
167086,-0.038,0.02,0.011,-0.199,0.115
167087,-0.047,0.02,0.004,-0.233,0.099
167088,-0.063,0.019,0.009,-0.025,-0.01
167089,-0.056,0.023,0.013,-0.085,0.066
167090,-0.043,0.026,0.012,-0.099,0.023
167091,-0.03,0.023,0.008,-0.232,0.131
167092,-0.025,0.012,0.006,-0.157,0.064
167093,-0.017,0.017,0.007,-0.126,0.053
167094,-0.024,0.023,0.009,-0.142,0.105
167095,-0.035,0.022,0.005,-0.123,0.022
167096,-0.035,0.013,0.007,-0.161,0.072
167097,-0.037,0.012,0.004,-0.132,0.015
167098,-0.042,0.019,0.01,-0.013,-0.017
167099,-0.045,0.024,0.012,-0.048,-0.004
167100,-0.037,0.027,0.012,-0.077,0.012
167101,-0.026,0.036,0.013,-0.103,0.077
167102,-0.023,0.046,0.006,-0.216,0.092
167103,-0.019,0.048,0.01,-0.051,0.018
167104,-0.017,0.042,0.012,-0.053,0.047
167105,-0.014,0.034,0.011,-0.163,0.11
167106,-0.007,0.031,0.006,-0.12,0.027
167107,-0.01,0.028,0.008,-0.023,-0.014
167108,-0.016,0.026,0.011,-0.153,0.098
167109,-0.011,0.017,0.005,-0.157,0.055
167110,-0.013,0.006,0.007,-0.196,0.06
167111,-0.017,0.001,0.004,-0.142,0.022
167112,-0.028,0.011,0.012,-0.108,0.069
167113,-0.028,0.019,0.01,-0.193,0.124
167114,-0.028,0.029,0.006,-0.288,0.135
167115,-0.026,0.028,0.005,-0.266,0.098
167116,-0.02,0.02,0.009,-0.057,0.008
167117,-0.013,0.024,0.008,-0.22,0.125
167118,-0.021,0.023,0.007,-0.081,0.017
167119,-0.028,0.025,0.01,-0.191,0.108
167120,-0.028,0.034,0.006,-0.233,0.129
167121,-0.034,0.03,0.008,-0.082,0.024
167122,-0.044,0.032,0.009,-0.205,0.116
167123,-0.041,0.027,0.006,-0.269,0.123
167124,-0.047,0.019,0.007,-0.077,0.016
167125,-0.046,0.016,0.009,-0.206,0.117
167126,-0.05,0.014,0.004,-0.165,0.046
167127,-0.051,0.014,0.011,-0.093,0.054
167128,-0.045,0.018,0.004,-0.229,0.096
167129,-0.043,0.026,0.011,-0.091,0.044
167130,-0.038,0.033,0.011,-0.153,0.112
167131,-0.034,0.028,0.008,-0.253,0.115
167132,-0.033,0.014,0.005,-0.135,0.035
167133,-0.036,0.003,0.012,-0.126,0.083
167134,-0.04,0.006,0.011,-0.156,0.102
167135,-0.039,0.013,0.005,-0.202,0.078
167136,-0.033,0.018,0.012,-0.111,0.074
167137,-0.035,0.018,0.006,-0.171,0.06
167138,-0.038,0.006,0.011,-0.158,0.096
167139,-0.034,0.005,0.006,-0.115,0.02
167140,-0.038,0.013,0.008,-0.056,-0.002
167141,-0.034,0.008,0.008,-0.225,0.122
167142,-0.031,-0.0,0.007,-0.062,-0.004
167143,-0.022,-0.005,0.011,-0.139,0.097
167144,-0.017,0.021,0.005,-0.171,0.06
167145,-0.021,0.034,0.013,-0.071,0.044
167146,-0.019,0.034,0.01,-0.219,0.094
167147,-0.024,0.039,0.003,-0.2,0.076
167148,-0.028,0.046,0.011,-0.084,0.047
167149,-0.024,0.05,0.009,-0.209,0.135
167150,-0.026,0.053,0.007,-0.237,0.123
167151,-0.033,0.049,0.009,-0.047,-0.003
167152,-0.033,0.048,0.008,-0.206,0.11
167153,-0.034,0.049,0.008,-0.071,0.004
167154,-0.025,0.053,0.01,-0.184,0.11
167155,-0.022,0.05,0.006,-0.12,0.028
167156,-0.026,0.047,0.011,-0.162,0.096
167157,-0.036,0.031,0.007,-0.179,0.056
167158,-0.032,0.029,0.01,-0.058,0.063
167159,-0.03,0.031,0.005,-0.175,0.083
167160,-0.031,0.03,0.012,-0.103,0.051
167161,-0.027,0.033,0.008,-0.142,0.05
167162,-0.016,0.03,0.01,-0.187,0.13
167163,-0.019,0.03,0.006,-0.115,0.023
167164,-0.023,0.031,0.01,-0.177,0.109
167165,-0.023,0.019,0.004,-0.281,0.116
167166,-0.024,0.01,0.002,-0.184,0.1
167167,-0.028,0.019,0.005,-0.198,0.062
167168,-0.033,0.02,0.013,-0.07,0.045
167169,-0.037,0.02,0.006,-0.265,0.131
167170,-0.042,0.017,0.007,-0.256,0.12
167171,-0.041,0.019,0.007,-0.073,0.011
167172,-0.033,0.023,0.011,-0.159,0.099
167173,-0.034,0.019,0.006,-0.125,0.029
167174,-0.039,0.017,0.011,-0.13,0.077
167175,-0.033,0.007,0.006,-0.151,0.055
167176,-0.029,0.003,0.011,-0.138,0.089
167177,-0.029,0.012,0.005,-0.154,0.044
167178,-0.041,0.027,0.011,-0.096,0.063
167179,-0.039,0.029,0.005,-0.168,0.057
167180,-0.025,0.03,0.006,-0.056,-0.008
167181,-0.027,0.03,0.012,-0.048,0.016
167182,-0.028,0.02,0.011,-0.13,0.086
167183,-0.039,0.016,0.007,-0.119,0.042
167184,-0.047,0.012,0.008,-0.219,0.113
167185,-0.044,0.01,0.007,-0.071,0.005
167186,-0.043,0.015,0.009,-0.183,0.106
167187,-0.039,0.024,0.007,-0.1,0.02
167188,-0.035,0.026,0.008,-0.237,0.127
167189,-0.037,0.023,0.007,-0.089,0.013
167190,-0.045,0.021,0.011,-0.155,0.098
167191,-0.027,0.016,0.006,-0.133,0.032
167192,-0.017,0.015,0.01,-0.024,-0.007
167193,-0.027,0.019,0.007,-0.225,0.123
167194,-0.033,0.026,0.009,-0.077,0.02
167195,-0.033,0.018,0.008,-0.249,0.144
167196,-0.034,0.014,0.004,-0.187,0.063
167197,-0.031,0.011,0.009,-0.178,0.107
167198,-0.028,0.013,0.005,-0.165,0.05
167199,-0.025,0.015,0.011,-0.15,0.095
167200,-0.018,0.009,0.008,-0.223,0.092
167201,-0.015,0.011,0.003,-0.172,0.056
167202,-0.025,0.003,0.008,-0.109,0.008
167203,-0.033,0.007,0.012,-0.118,0.081
167204,-0.025,0.015,0.005,-0.154,0.056
167205,-0.023,0.022,0.01,-0.177,0.106
167206,-0.022,0.018,0.007,-0.09,0.017
167207,-0.021,0.015,0.01,-0.165,0.107
167208,-0.03,0.022,0.008,-0.071,0.011
167209,-0.035,0.018,0.012,-0.053,0.042
167210,-0.047,0.032,0.012,-0.103,0.066
167211,-0.045,0.034,0.007,-0.236,0.112
167212,-0.038,0.03,0.011,-0.059,0.03
167213,-0.031,0.034,0.01,-0.209,0.09
167214,-0.026,0.028,0.012,-0.12,0.08
167215,-0.02,0.021,0.004,-0.182,0.06
167216,-0.034,0.017,0.011,-0.088,0.051
167217,-0.03,0.01,0.005,-0.208,0.083
167218,-0.02,0.02,0.012,-0.049,0.022
167219,-0.018,0.029,0.007,-0.232,0.127
167220,-0.018,0.009,0.006,-0.226,0.101
167221,-0.021,-0.01,0.009,-0.073,0.03
167222,-0.023,-0.006,0.012,-0.159,0.116
167223,-0.025,0.006,0.007,-0.184,0.064
167224,-0.018,0.01,0.005,-0.185,0.087
167225,-0.023,0.024,0.008,-0.086,0.031
167226,-0.019,0.017,0.006,-0.15,0.067
167227,-0.02,0.01,0.008,-0.077,0.029
167228,-0.025,0.009,0.007,-0.218,0.112
167229,-0.035,0.011,0.009,-0.058,0.015
167230,-0.044,0.012,0.01,-0.02,0.007
167231,-0.042,-0.004,0.012,-0.121,0.081
167232,-0.036,-0.006,0.007,-0.109,0.026
167233,-0.032,-0.0,0.009,-0.188,0.109
167234,-0.031,-0.002,0.004,-0.133,0.027
167235,-0.03,0.001,0.01,-0.011,0.014
167236,-0.025,0.018,0.012,-0.048,0.006
167237,-0.026,0.034,0.01,-0.202,0.121
167238,-0.031,0.036,0.008,-0.085,0.025
167239,-0.021,0.039,0.01,-0.207,0.125
167240,-0.027,0.039,0.011,-0.179,0.121
167241,-0.04,0.024,0.005,-0.181,0.065
167242,-0.052,0.021,0.013,-0.046,0.032
167243,-0.055,0.026,0.007,-0.233,0.137
167244,-0.05,0.021,0.007,-0.245,0.126
167245,-0.039,0.014,0.001,-0.17,0.046
167246,-0.034,0.011,0.013,-0.02,0.015
167247,-0.042,0.009,0.014,-0.118,0.037
167248,-0.046,0.007,0.012,-0.062,0.053
167249,-0.044,0.009,0.003,-0.184,0.075
167250,-0.036,0.025,0.004,-0.187,0.057
167251,-0.04,0.029,0.011,-0.107,0.063
167252,-0.029,0.026,0.006,-0.161,0.049
167253,-0.025,0.03,0.011,-0.121,0.077
167254,-0.033,0.039,0.005,-0.116,0.024
167255,-0.031,0.035,0.01,-0.157,0.095
167256,-0.025,0.029,0.005,-0.12,0.034
167257,-0.024,0.029,0.007,-0.028,-0.011
167258,-0.012,0.035,0.012,-0.143,0.09
167259,-0.021,0.036,0.008,-0.241,0.126
167260,-0.025,0.039,0.009,-0.185,0.123
167261,-0.022,0.037,0.007,-0.143,0.044
167262,-0.022,0.032,0.012,-0.127,0.081
167263,-0.03,0.03,0.01,-0.209,0.12
167264,-0.037,0.03,0.004,-0.184,0.065
167265,-0.042,0.034,0.011,-0.099,0.058
167266,-0.054,0.028,0.005,-0.223,0.09
167267,-0.066,0.031,0.012,-0.052,0.033
167268,-0.055,0.028,0.007,-0.227,0.102
167269,-0.044,0.025,0.011,-0.068,0.028
167270,-0.036,0.015,0.006,-0.257,0.117
167271,-0.034,0.03,0.01,-0.047,0.017
167272,-0.033,0.031,0.006,-0.232,0.107
167273,-0.031,0.013,0.011,-0.08,0.042
167274,-0.038,-0.001,0.005,-0.167,0.053
167275,-0.035,0.005,0.007,-0.042,0.024
167276,-0.034,0.015,0.011,-0.138,0.088
167277,-0.035,0.024,0.006,-0.24,0.133
167278,-0.037,0.031,0.008,-0.243,0.128
167279,-0.043,0.022,0.008,-0.097,0.028
167280,-0.041,0.015,0.011,-0.115,0.092
167281,-0.035,0.009,0.005,-0.186,0.076
167282,-0.028,0.028,0.013,-0.081,0.07
167283,-0.03,0.044,0.005,-0.213,0.1
167284,-0.038,0.041,0.01,-0.115,0.062
167285,-0.035,0.028,0.005,-0.286,0.122
167286,-0.04,0.028,0.007,-0.057,-0.007
167287,-0.042,0.024,0.012,-0.035,0.002
167288,-0.034,0.017,0.007,-0.148,0.074
167289,-0.03,0.022,0.012,-0.14,0.051
167290,-0.027,0.028,0.008,-0.209,0.1
167291,-0.027,0.031,0.007,-0.124,0.034
167292,-0.03,0.037,0.011,-0.132,0.088
167293,-0.032,0.037,0.01,-0.108,0.044
167294,-0.035,0.033,0.011,-0.056,-0.014
167295,-0.042,0.028,0.011,-0.158,0.097
167296,-0.05,0.044,0.006,-0.102,0.016
167297,-0.042,0.042,0.01,-0.036,0.002
167298,-0.035,0.02,0.007,-0.194,0.094
167299,-0.029,-0.004,0.012,-0.056,0.025
167300,-0.028,-0.012,0.01,-0.054,0.033
167301,-0.03,-0.004,0.007,-0.227,0.123
167302,-0.028,-0.001,0.003,-0.193,0.031
167303,-0.029,0.006,0.011,-0.051,0.029
167304,-0.035,0.026,0.006,-0.279,0.135
167305,-0.041,0.044,0.007,-0.08,0.012
167306,-0.046,0.048,0.012,-0.111,0.036
167307,-0.049,0.046,0.01,-0.164,0.112
167308,-0.039,0.043,0.008,-0.087,0.03
167309,-0.032,0.038,0.011,-0.184,0.117
167310,-0.035,0.035,0.011,-0.2,0.12
167311,-0.045,0.027,0.004,-0.19,0.068
167312,-0.042,0.024,0.01,-0.143,0.084
167313,-0.035,0.018,0.006,-0.133,0.037
167314,-0.032,0.013,0.009,-0.188,0.104
167315,-0.029,0.017,0.003,-0.202,0.047
167316,-0.027,0.018,0.011,-0.063,0.033
167317,-0.025,0.02,0.004,-0.237,0.093
167318,-0.03,0.019,0.009,-0.025,-0.009
167319,-0.031,0.022,0.012,-0.065,0.028
167320,-0.03,0.02,0.008,-0.241,0.141
167321,-0.026,0.022,0.005,-0.232,0.115
167322,-0.03,0.015,0.01,-0.051,0.019
167323,-0.035,0.005,0.007,-0.221,0.105
167324,-0.034,0.009,0.01,-0.068,0.027
167325,-0.033,-0.005,0.006,-0.228,0.105
167326,-0.033,-0.008,0.01,-0.071,0.029
167327,-0.033,0.005,0.005,-0.231,0.102
167328,-0.033,0.021,0.011,-0.058,0.027
167329,-0.031,0.034,0.012,-0.124,0.095
167330,-0.026,0.034,0.008,-0.256,0.126
167331,-0.022,0.034,0.004,-0.138,0.033
167332,-0.028,0.034,0.011,-0.143,0.098
167333,-0.034,0.024,0.006,-0.261,0.131
167334,-0.042,0.004,0.008,-0.054,0.017
167335,-0.046,0.002,0.008,-0.225,0.124
167336,-0.049,0.001,0.007,-0.087,0.016
167337,-0.042,0.009,0.009,-0.212,0.114
167338,-0.029,0.021,0.007,-0.085,0.015
167339,-0.023,0.016,0.011,-0.056,0.037
167340,-0.02,0.025,0.012,-0.11,0.087
167341,-0.019,0.025,0.005,-0.187,0.069
167342,-0.021,0.033,0.013,-0.065,0.046
167343,-0.019,0.039,0.006,-0.177,0.071
167344,-0.025,0.045,0.012,-0.096,0.061
167345,-0.044,0.058,0.01,-0.187,0.119
167346,-0.061,0.069,0.005,-0.157,0.038
167347,-0.07,0.073,0.013,-0.033,0.033
167348,-0.061,0.073,0.005,-0.251,0.112
167349,-0.043,0.059,0.004,-0.243,0.096
167350,-0.042,0.046,0.004,-0.226,0.071
167351,-0.045,0.08,0.011,-0.061,0.027
167352,-0.044,0.103,0.006,-0.2,0.078
167353,-0.043,0.103,0.011,-0.068,0.034
167354,-0.031,0.105,0.009,-0.131,0.086
167355,-0.025,0.094,0.006,-0.078,-0.007
167356,-0.021,0.08,0.01,-0.13,0.082
167357,-0.014,0.061,0.005,-0.249,0.086
167358,-0.016,0.044,0.006,-0.212,0.103
167359,-0.016,0.043,0.01,-0.055,0.025
167360,-0.019,0.045,0.012,-0.085,0.074
167361,-0.02,0.037,0.007,-0.254,0.126
167362,-0.035,0.026,0.005,-0.258,0.112
167363,-0.04,0.024,0.008,-0.083,0.018
167364,-0.016,0.014,0.008,-0.206,0.117
167365,-0.011,-0.002,0.008,-0.063,0.011
167366,-0.031,-0.006,0.009,-0.239,0.135
167367,-0.056,-0.016,0.005,-0.135,0.028
167368,-0.062,-0.019,0.012,-0.038,0.039
167369,-0.051,-0.01,0.005,-0.256,0.115
167370,-0.048,-0.011,0.008,-0.239,0.136
167371,-0.049,-0.022,0.005,-0.113,0.031
167372,-0.034,-0.013,0.012,-0.107,0.071
167373,-0.017,-0.006,0.005,-0.228,0.099
167374,-0.015,-0.0,0.011,-0.088,0.046
167375,-0.017,-0.003,0.004,-0.225,0.085
167376,-0.016,-0.012,0.011,-0.041,0.009
167377,-0.02,-0.007,0.006,-0.231,0.112
167378,-0.026,-0.001,0.009,-0.038,-0.005
167379,-0.03,0.005,0.009,-0.198,0.121
167380,-0.033,0.008,0.008,-0.253,0.122
167381,-0.034,-0.001,0.007,-0.092,0.015
167382,-0.031,0.003,0.007,-0.205,0.094
167383,-0.033,0.014,0.011,-0.038,0.017
167384,-0.029,0.015,0.006,-0.21,0.093
167385,-0.031,0.022,0.009,-0.145,0.081
167386,-0.027,0.012,0.003,-0.266,0.093
167387,-0.008,0.011,0.005,-0.079,0.002
167388,-0.009,0.015,0.008,-0.146,0.024
167389,-0.009,0.019,0.007,-0.049,-0.006
167390,-0.016,0.016,0.008,-0.038,-0.001
167391,-0.018,0.026,0.009,-0.2,0.114
167392,-0.027,0.033,0.006,-0.259,0.112
167393,-0.031,0.027,0.003,-0.17,0.026
167394,-0.034,0.018,0.012,-0.065,0.054
167395,-0.037,0.009,0.011,-0.172,0.067
167396,-0.037,0.012,0.004,-0.212,0.083
167397,-0.038,0.011,0.011,-0.055,0.036
167398,-0.042,0.024,0.005,-0.213,0.091
167399,-0.045,0.031,0.003,-0.198,0.06
167400,-0.045,0.044,0.004,-0.154,0.032
167401,-0.049,0.039,0.011,-0.089,0.054
167402,-0.035,0.007,0.006,-0.166,0.06
167403,-0.021,-0.004,0.012,-0.103,0.069
167404,-0.022,0.003,0.006,-0.137,0.048
167405,-0.027,0.005,0.012,-0.124,0.083
167406,-0.021,0.001,0.007,-0.263,0.132
167407,-0.011,-0.002,0.003,-0.208,0.108
167408,-0.02,0.01,0.01,-0.046,0.025
167409,-0.04,0.021,0.005,-0.198,0.081
167410,-0.037,0.025,0.004,-0.168,0.042
167411,-0.038,0.018,0.011,-0.123,0.066
167412,-0.027,0.012,0.006,-0.129,0.033
167413,-0.018,0.005,0.008,-0.194,0.103
167414,-0.018,0.01,0.009,-0.074,0.019
167415,-0.03,0.02,0.007,-0.214,0.111
167416,-0.044,0.023,0.01,-0.076,0.029
167417,-0.036,0.026,0.006,-0.211,0.092
167418,-0.026,0.022,0.011,-0.087,0.053
167419,-0.022,0.028,0.006,-0.18,0.063
167420,-0.023,0.026,0.01,-0.172,0.112
167421,-0.03,0.013,0.007,-0.16,0.063
167422,-0.027,0.003,0.007,-0.073,0.023
167423,-0.027,0.011,0.01,-0.166,0.048
167424,-0.025,0.019,0.01,-0.084,0.045
167425,-0.023,0.022,0.006,-0.197,0.087
167426,-0.029,0.027,0.012,-0.071,0.041
167427,-0.044,0.025,0.005,-0.212,0.089
167428,-0.07,0.018,0.01,-0.115,0.063
167429,-0.082,0.017,0.008,-0.109,0.037
167430,-0.074,0.021,0.011,-0.044,0.039
167431,-0.05,0.03,0.006,-0.229,0.104
167432,-0.021,0.025,0.004,-0.159,0.029
167433,-0.023,0.034,0.01,-0.089,0.054
167434,-0.018,0.043,0.008,-0.268,0.127
167435,-0.023,0.038,0.006,-0.108,0.029
167436,-0.029,0.041,0.011,-0.162,0.104
167437,-0.036,0.044,0.005,-0.148,0.047
167438,-0.032,0.027,0.011,-0.05,-0.004
167439,-0.024,0.022,0.01,-0.186,0.108
167440,-0.033,0.028,0.008,-0.24,0.131
167441,-0.03,0.029,0.004,-0.194,0.067
167442,-0.029,0.023,0.009,-0.138,0.071
167443,-0.019,-0.002,0.005,-0.267,0.118
167444,-0.013,-0.014,0.003,-0.21,0.048
167445,-0.016,-0.009,0.011,-0.069,0.048
167446,-0.014,-0.009,0.004,-0.237,0.096
167447,-0.016,-0.017,0.011,-0.077,0.039
167448,-0.024,-0.014,0.004,-0.222,0.09
167449,-0.036,-0.007,0.011,-0.047,0.024
167450,-0.032,-0.0,0.013,-0.084,0.057
167451,-0.029,0.0,0.006,-0.198,0.086
167452,-0.03,0.0,0.006,-0.104,0.01
167453,-0.033,-0.0,0.009,-0.017,0.002
167454,-0.034,-0.004,0.009,-0.193,0.112
167455,-0.034,-0.006,0.003,-0.218,0.058
167456,-0.031,-0.005,0.011,-0.084,0.058
167457,-0.032,-0.003,0.004,-0.208,0.077
167458,-0.046,0.004,0.012,-0.034,0.015
167459,-0.049,0.011,0.01,-0.219,0.087
167460,-0.046,0.01,0.007,-0.196,0.124
167461,-0.039,0.014,0.006,-0.144,0.047
167462,-0.017,0.044,0.01,-0.17,0.092
167463,-0.023,0.041,0.007,-0.083,0.015
167464,-0.027,0.028,0.008,-0.201,0.099
167465,-0.036,0.016,0.01,-0.026,-0.001
167466,-0.034,0.018,0.008,-0.198,0.105
167467,-0.033,0.024,0.008,-0.08,0.027
167468,-0.026,0.019,0.007,-0.213,0.109
167469,-0.016,0.011,0.003,-0.205,0.042
167470,-0.011,0.006,0.003,-0.166,0.021
167471,0.01,0.016,0.011,-0.09,0.055
167472,-0.002,0.025,0.005,-0.205,0.076
167473,-0.01,0.035,0.011,-0.133,0.084
167474,-0.035,0.032,0.007,-0.253,0.126
167475,-0.034,0.022,0.004,-0.196,0.07
167476,-0.015,0.02,0.004,-0.114,0.013
167477,-0.006,0.021,0.01,-0.12,0.072
167478,-0.005,0.028,0.004,-0.205,0.075
167479,-0.005,0.036,0.012,-0.027,0.014
167480,-0.006,0.038,0.009,-0.065,0.018
167481,-0.018,0.039,0.007,-0.23,0.114
167482,-0.029,0.035,0.01,-0.06,0.017
167483,-0.031,0.028,0.006,-0.22,0.105
167484,-0.037,0.029,0.011,-0.045,0.012
167485,-0.041,0.038,0.009,-0.216,0.106
167486,-0.047,0.035,0.008,-0.143,0.063
167487,-0.043,0.069,0.005,-0.12,0.096
167488,-0.027,0.058,0.01,-0.139,0.071
167489,-0.019,0.037,0.009,-0.18,0.067
167490,-0.018,0.043,0.009,-0.048,0.01
167491,-0.014,0.046,0.007,-0.218,0.113
167492,-0.012,0.034,0.01,-0.097,0.044
167493,-0.018,0.027,0.004,-0.197,0.073
167494,-0.022,0.01,0.004,-0.132,0.016
167495,-0.023,0.01,0.012,-0.064,0.029
167496,-0.024,0.016,0.005,-0.198,0.08
167497,-0.023,0.028,0.012,-0.066,0.041
167498,-0.021,0.048,0.006,-0.202,0.085
167499,-0.023,0.064,0.008,-0.017,0.007
167500,-0.022,0.063,0.012,-0.067,0.005
167501,-0.036,0.058,0.011,-0.178,0.111
167502,-0.05,0.054,0.005,-0.162,0.056
167503,-0.043,0.062,0.01,-0.15,0.083
167504,-0.035,0.061,0.004,-0.123,0.019
167505,-0.038,0.052,0.013,-0.039,0.024
167506,-0.034,0.013,0.008,-0.225,0.112
167507,-0.033,0.002,0.01,-0.098,0.048
167508,-0.042,0.012,0.006,-0.147,0.047
167509,-0.069,0.041,0.012,-0.133,0.093
167510,-0.075,0.035,0.009,-0.07,0.037
167511,-0.059,0.025,0.009,-0.225,0.128
167512,-0.05,0.015,0.007,-0.077,0.004
167513,-0.045,0.018,0.008,-0.2,0.107
167514,-0.043,0.014,0.01,-0.076,0.04
167515,-0.039,0.009,0.005,-0.222,0.085
167516,-0.047,0.017,0.012,-0.057,0.041
167517,-0.041,0.02,0.005,-0.189,0.072
167518,-0.027,0.018,0.007,-0.016,0.012
167519,-0.02,0.005,0.011,-0.11,0.071
167520,-0.018,0.014,0.011,-0.146,0.112
167521,-0.023,0.021,0.006,-0.143,0.039
167522,-0.023,0.005,0.01,-0.15,0.094
167523,-0.01,0.002,0.006,-0.09,0.013
167524,-0.013,0.031,0.011,-0.148,0.093
167525,-0.013,0.05,0.004,-0.171,0.056
167526,-0.018,0.053,0.009,-0.166,0.09
167527,-0.02,0.038,0.007,-0.092,0.018
167528,-0.022,0.012,0.007,-0.216,0.113
167529,-0.023,-0.02,0.004,-0.149,0.013
167530,-0.025,-0.029,0.007,-0.033,-0.01
167531,-0.026,-0.025,0.007,-0.21,0.091
167532,-0.021,0.016,0.011,-0.073,0.046
167533,-0.014,0.04,0.005,-0.181,0.072
167534,-0.014,0.033,0.011,-0.144,0.088
167535,-0.021,-0.004,0.004,-0.146,0.045
167536,-0.035,-0.02,0.009,-0.196,0.099
167537,-0.04,-0.023,0.005,-0.286,0.14
167538,-0.039,-0.016,0.006,-0.091,0.019
167539,-0.032,-0.019,0.01,-0.168,0.093
167540,-0.029,-0.019,0.007,-0.236,0.115
167541,-0.026,-0.013,0.008,-0.072,0.017
167542,-0.035,-0.011,0.006,-0.208,0.094
167543,-0.033,-0.016,0.011,-0.041,0.015
167544,-0.035,-0.013,0.006,-0.231,0.118
167545,-0.035,-0.013,0.009,-0.054,0.009
167546,-0.034,-0.009,0.007,-0.211,0.097
167547,-0.04,-0.007,0.011,-0.094,0.046
167548,-0.044,-0.004,0.011,-0.193,0.131
167549,-0.039,0.004,0.005,-0.162,0.051
167550,-0.041,0.044,0.01,-0.062,0.06
167551,-0.042,0.063,0.009,-0.125,0.073
167552,-0.035,0.065,0.008,-0.202,0.088
167553,-0.039,0.055,0.009,-0.161,0.085
